likes,age,themes,has_question,text
0,4 years ago,,0,thanks for this technical explanation Brad.
0,4 years ago,nmn_vs_nr_nad,1,Have you done a similar video on NR?
0,1 year ago,,0,"Is there an equal list of ""safe"" brands available because this just makes you not trust any brand."
0,4 years ago,,1,"If you were to buy NAC, which brand would you recommend? Many thanks."
0,3 years ago,,1,Why NMN and not NAD? I don’t see why people don’t just take NAD
0,1 year ago,,0,You skipped Double Wood who come out good on your chart as well.
0,4 years ago,,1,So the ones that are BRL means that there is more than a 1% reporting difference than what is claimed?
0,4 years ago,,1,Does Dr Brad or anyone else have any guidance about Fisetin source?  I was burned with my NMN purchase and I don't want to throw away my money on a similar Fisetin purchase.
0,3 years ago,,1,Does anyone have any information about the Ascuoli brand sold on amazon?
0,1 year ago,,0,"Mine field, not mind field."
0,3 years ago,,1,What about OUSSIU NMN+Resveratrol?
0,4 years ago,,1,"Hi Brad, is NMN product from GeneHarbor (a Hong Kong company) good ? Thanks"
0,4 years ago,,0,arrg my wife just bought NMN from Bulk Supplements.
0,2 years ago,,0,Amazon order cancelled thanks starrhor still there
0,4 years ago,nmn_vs_nr_nad|dose|safety_side_fx,1,I went from Tru Niagen with 1gram of resveratrol to 1gram of ProHealth Longevity NMN daily w/ 1gram of resveratrol. After 2 weeks started feeling bad anxiety that lasted through the day. Read this has happened to others. Should I start over at a lower dosage and work my way up? Thank you!
0,1 year ago,,0,This was three years ago. Do you have an updated list thanks.
0,4 years ago (edited),,1,"Why don't we see the amount of NMN??  Instead, it's lumped and tagged BRL...WHAT is the actual amount??? If they advertise 500 and the test indicates 488 that is very close to 500 but it's tagged as BRL (below regulation level) give me a break, that is not accurate reporting. The chart does not show the true results...Go Figure"
0,3 years ago,,1,What about NmN supplement from japan? I didn't see them on the market or anywhere else.. has it been recall?
0,3 months ago,,1,What about the brand: Naturecan?
0,4 years ago,,1,What is the best nmn to take? The genex one? I want to buy some but don't want to waste my money
0,4 years ago,nmn_vs_nr_nad,1,Any idea what they actually contain? Hoping it's NR so at least get some effect.
0,3 years ago,,0,Labdoor doesn't list nmn anymore..
0,4 years ago,,0,"Thank you very much and Amazon returned my money and I ordered Jarrow . I wrote a review  on this product ,    i  hope amazon does not take review done . Thank so much for sharing and I will check out Lab Door . Did not mention your name . You provide so much great information. Thanks"
0,3 years ago,safety_side_fx,0,"I appreciate your video highlighting the potential problems, but please slow down in your delivery, you should like a pushy salesman."
0,11 months ago,,1,How about NMN Bio on Amazon?
0,3 years ago,,0,Lab door doesn't seem to even test nmn.
0,4 years ago,,1,"In the results column, what does BRL stand for?"
0,1 year ago,,1,"Hi, did iHealth’s NMN pills got tested?  Thanks."
0,3 years ago,,1,How about a list with good brands?
0,1 year ago,,1,Thank you for sharing but i have a problem i have hypothyroidism so is it ok to take NMN ? Is it ok to take NMN ?
0,4 years ago,nmn_vs_nr_nad,1,"I have taken ProHealth NMN Pro 500 , is it still good ? Or back to take Niagen , safer/better than NMN?"
0,4 years ago,,1,"I consumed fraudulent Komprocha. If I haven't ingested nmn, then what have I ingested?"
0,3 months ago,,1,Do you have links for the good nmn?
0,4 years ago,,1,"Was the point the brands tested were all via Amazon? Was DoNotAge, etc tested?"
0,1 year ago,,1,What about VIVANMN?
0,4 years ago,,0,So which one should I buy
0,1 year ago,,0,Where is GO2 MAX 🤔❓️
0,9 months ago,,1,Do you know anything about Age mate NMN contents??
0,4 years ago,price_value,0,It’s too expensive anyway
0,11 months ago,,0,It's almost impossible to get nmn on Amazon
0,11 months ago,,1,"Sorry, who ran the tests on those brands? I'm a bit slow today!"
0,2 months ago,,0,So I happened to buy a real brand I believe it was German I felt the difference and loved it when I went back to refill it was removed by Amazon I honestly don’t think the powers that be want us to heal and they put this bs out to steal from us
0,4 years ago,,1,I figrured as much. Which ones then are actually good?
0,4 years ago,,1,"If testing done by a company which sell a nmn, how that independent?"
0,1 year ago,,1,Is genex the best then? The higher the number the better?
0,1 year ago,,0,Really good info here. I would have like to have heard you address GeneX Forumulations NMN since it has the highest mg value.
0,4 years ago,,0,Pleaae check nmndirect
0,4 years ago,,1,Any experience with MoleQlar?
0,4 years ago,purity_counterfeit|dose,1,"Dear Dr. Brad, The NMN supplement that I have purchase from ebay is called France sh Grace NMN 500mg. It is not in your NMN Test List.  I am wondering if I should continue to take it, after viewing your List. Is it possible for you to find out if this NMN supplement is safe to use? Thanks for your information about this shocking results. It will save a lot of people's money to waste on the fake NMN."
0,9 months ago,,0,Please review more
0,4 years ago,,0,Thank you!
0,4 years ago,,0,Thanks for doing this. Really helpful!
0,3 years ago,,1,Is there an update to this testing from 2022 or 2023?
0,1 year ago (edited),,1,Which brand is good?
0,4 years ago,purity_counterfeit,0,Toniiq failed another youtube channel's purity test at an independent lab.
0,4 years ago,purity_counterfeit|no_effect,0,"i took a fake nmn for a month nothing happened,,,"
0,1 year ago,benefit_recovery,0,"you say to run it by your own personal doctor, the issue is doctors will never support anything like this product, they will happily give you statins and other vile products. In the UK even getting an appointment for a serious condition is nigh on impossible so the only choice is self-research and usually taking a punt based on facts garnered in this way."
0,3 years ago,purity_counterfeit|dose,0,"GloriFikation NMN + Trans-Resveratrol Supplement 1100mg 60 Caps ,,,       is this brand fake or what ,,,"
0,6 months ago,,1,"Wow what a shocking result! Interesting note about NMN, it is sold as lab chemical not food supplement in EU. I covered this topic in my video: https://youtu.be/HaE3RA1n57I?si=C-Z8BehmxN57Fcnn"
0,1 year ago,,1,What is a MIND FIELD? 🤣
0,10 days ago,age_gate,1,have you a review since then ?   this data is over 5 years old.  WELEYOU seller is not on this list.
0,4 years ago,nmn_vs_nr_nad,0,"Just buy Niagen.  Its NR made in Oregon, and a better precursor anyway."
0,4 years ago,purity_counterfeit,0,I think you accidentally overlooked that the brand ''Double Wood'' which did indeed contain within 1% of their to label claim.
0,4 years ago,,0,It only takes one other doctor to validate these findings for it to blow up. Let’s have at it.
0,11 months ago,,0,Heu
0,11 months ago,,1,May I ask who ran the tests?
0,4 years ago,,0,"Different brands have different NMN extraction methods, but use the same standard test, which in itself is unreasonable."
0,2 months ago,,0,Amazon supports the genocide. You shouldn't be buying from them anyway. They also are tax dodgers.
0,4 months ago,,0,doktor does not anything about these products
0,2 months ago,purity_counterfeit,0,If it’s on Amazon it’s probably fake no surprise the two that aren’t are real
0,4 years ago (edited),just_take_niacin|dose|safety_side_fx|benefit_sleep,0,This is exactly why I have been taking high dose nicotinic acid for the last several years and avoiding NMN. I definitely notice a difference when I don't take B3. Don't believe it when you hear niacin causes liver problems. It's only the extended release stuff which I never use. I'm 52 and my lipid profile is excellent. Same with my LFT's. It also helps me with mood and sleep. Check out Abram Hoffer and the work he did with niacin that has been intentionally discredited and squashed by the APA.
0,6 months ago,purity_counterfeit,0,"The Philippines is the king of fake supplements. There's zero oversight on claims and/or consumer rights. Never order from LAZADA. They deceive you with popular American brand art  but if you look closer, it's not the American brand you thought."
0,4 years ago,,0,I'm gonna try gen x formulations. It has 456 and I weigh 120 pounds (very short) . Even if it's a bit short I should get what I need without double dosing. They come March 29th question here a month from now for results.
0,4 years ago,,0,"The advertisement of your video is too obvious, I will not watch your video again."
0,4 years ago,,0,1% just balls you all rpt all said this work heavily on health and aging now 1%   your becoming a joke
0,4 years ago,,0,"Both brands of NMN I bought from Amazon, have BRL.😳🤯"
0,4 years ago,,1,"If Prohealth's nmn products are as good as you said, why there are so many negative reviews on their Amazon page?"
0,4 years ago (edited),evidence_studies,0,"This study was done by a company that is also in the supplement business, so I'm a little suspicious."
0,3 years ago,,0,"Toniiq has also been tested to contain ZERO NMN, this table being displayed is not entirely accurate"
0,3 years ago,dose|price_value|authority_trust,0,"I've been taking one of the ""BRL"" categorized supplements from the article, which means it's between 88% to 99% pure, according to  the pie chart below in the article. I extensively compared prices to the 3 listed as ""pure"", to discover they range between double and quadruple the price per dose I paid. While I despise snake oil salesmen, I also despise monopoly & price gouging - I think I'll stick with what I'm using."
0,4 years ago,purity_counterfeit,1,NMN Plus shows on amazon a micro quality labs test wherein their product tested for 98% purity. So how can you say they are not legitimate on this chart? Is this not where you got your data???
0,4 years ago,,0,Do not like to market products in any vicious competitive situation! The video is obvious!
0,4 years ago,just_take_niacin|tmg_methyl,1,I thought you were over NMN? And we’re going with Niacin and TMG?
0,4 years ago,,1,NMN doesn’t work so why even bother buying it in the first place?
0,4 years ago,,1,"My friend has been taking NMN max, a brand of NMN, for a long time and has been recommending it to me and sharing the benefits of his use, and now you're telling me it doesn't contain NMN?"
0,2 years ago,just_take_niacin,0,The data seems to say that Niacin is the worst form to take
0,8 months ago,evidence_studies,0,"Thank you so much for your presentation which is based on scientific evidence. According to a paper published by the Novo Nordisk Foundation Center for Metabolic Health May 2025 """"mice retained normal muscle function and health even after their NAD levels were reduced by 85%. Given that NAD levels drop by only up to 30% through aging, the findings challenge the health benefits claimed by supplement companies."""""
0,2 years ago,,0,This always happens right after I purchase a product like NMN. lol
0,2 years ago,,1,doctor braaaadford.  Why is it that I can predict the phenotypes of people who make the best videos?
0,2 years ago,benefit_energy,0,"I don't know about my muscles, but I have more energy and feel less stressed when I take NMN.  I will keep taking it."
0,1 year ago,,0,There are some NMN supplements in Japan too. I wonder if they are 3rd party tested. Thanks Doc!
0,2 years ago,,0,I would gladly pay 2-3$ a month to support your channel
0,3 years ago,just_take_niacin|evidence_studies|benefit_skin_hair,0,The niacinamide study you present at th end for skin wrinkles is related to topical serum containing nicotinamide not the supplement.
0,2 years ago,just_take_niacin,0,"No flush niacin, nmn,  has an addative that negates the flush and also negates the benefits."
0,3 years ago,,0,Comments to support the channel.
0,2 years ago,fda_ban,0,"I read an article that said NMN was banned as a weight reduction supplement, not for promoting longevity."
0,2 years ago,price_value,0,I just take a handful of dry roasted peanuts at $2 a pound.
0,3 years ago,evidence_studies,0,The bottom line ssems to be that it will take years for human trial data to shake out. Everyone should decide if they want to wait for that.
0,3 years ago,just_take_niacin|dose,1,How is the situation in the US? In German fir example the average person has an intake of 36mg of  Niacin in average per day just because of the normal eating habits. So why would there be a need for any supplementation?
0,3 years ago,just_take_niacin|nmn_vs_nr_nad|safety_side_fx|benefit_sleep,0,"Niacin gave me eye vision issues, nmn gives me insomnia. May try nr"
0,3 years ago,nmn_vs_nr_nad,1,What about NAD injections?
0,3 years ago,,0,"I like that you highlighted David’s interest there, thought I was the only one that noticed that"
0,2 years ago,form_absorption|safety_side_fx,0,You didn’t address method of delivery. I take it sublingually so it never enters my stomach.
0,3 years ago,,0,have you heard of the brand VERSO....please do a video on them!!
0,3 years ago,form_absorption,1,What about sublingual absorption? What about liposomal NMN?
0,2 years ago,,0,I think after 2 months of NMN Im starting to feel better also included PC. There maybe is something to it and my NAD is probably tanked due to chronic issue
0,2 years ago,,0,Thank you very much for an informative non biased vid backed up by facts. I was on the fence about this product and im going to stay away for now.
0,3 years ago,just_take_niacin,1,What about niacin ? seems there is evidence that muscle nad in muscle is increased with supplementation.
0,3 years ago,,0,might be easiest to use Quercetin which will keep blood NAD levels high
0,2 years ago,stop_restart,0,"I ran out of nmn two months ago, and now, i missed myself. Im not the 2011 guy anymore, and the world is different to me now, even if they all looked the  same."
0,3 years ago,just_take_niacin,0,When I take niacin it sets me on fire.
0,3 years ago,nmn_vs_nr_nad,0,Ok what about nad+ infusion
0,3 years ago,,0,Thanks for your insight... Instant follow
0,3 years ago,,0,whew! thorough!!!!
0,3 years ago,just_take_niacin|dose,0,Thanks.....your citings and reviews in this videos.... I take 36 mg B3
0,3 years ago,,0,Many thanks dear Brad.
0,3 years ago,,0,THANK YOU!!!
0,3 years ago,authority_trust,0,"So as a side viewer, neutral fella who cares aboit his health, I def can sence this fella, young doctor is after Sinclair, whom Ive been aware of for few years now. Nice to see some challenging and counterpoints. Truth is always somewhere in the middle. Gonna have my first go at nmn tomorrow mornin. Cheers to all and stay young and healthy. I mean, healthy 🤘"
0,2 years ago,,0,thank you swo much for this!!
0,3 years ago,just_take_niacin|dose,0,NIACIN in Amazon is 500 mg per tablet
0,3 years ago,,0,The best thing for anyone to do is try  NMN for themselves.  I can testify to the fact that it works.  It's about how you feel and what improvements occur.   No matter what anyone says l can testify that NMN is great. That's the bottom line for me period.
0,2 years ago,just_take_niacin|dose,1,50 mg of niacin a Mega-Dose? I take 3 100mg tablets a day. How is 50 mg a mega? I'd have to split these tabs in half to get that low.
0,3 years ago,,1,"Hi Dr Brad, could you do a presentation on Allithiamine/ Thaimin Tetrahydrofurfurlydisulfide? Thanks."
0,3 years ago,nmn_vs_nr_nad|benefit_energy|benefit_sleep,0,NR is really good tho. Better sleep and more energy.
0,3 years ago,just_take_niacin,1,What about  inositol hexanicotinate? Is it better to get the flush?
0,3 years ago,just_take_niacin|nmn_vs_nr_nad|dose,0,Even 10 mg Niacin makes be flush. So NMN or NR are ways I can take B3.
0,3 years ago,form_absorption,1,"How do you think Enteric encapsulation will or could change this equation, if at all?"
0,3 years ago,tmg_methyl|evidence_studies|age_gate|benefit_recovery,0,"Everybody’s age and health status is different so hard to compare study results to what we would get. For those over 60, and you need a lift, try it and see if you benefit. Take TMG and Fisetin too!!"
0,3 years ago,,1,"you said it increased blood levels, but in a slightly later breath you then said it was broken down before it reached our blood stream?"
0,3 years ago,,0,"appreciate the evidence based balanced view ,tks"
0,3 years ago,fda_ban,1,Is there still a FDA ban on it?
0,1 year ago,just_take_niacin,1,Great content you have a new subscriber.  What brand Niacin do you take?  Ty
0,3 years ago,just_take_niacin,1,What kind of niacin do you take?
0,3 years ago,just_take_niacin,0,Cheers so much I thank God for you and so funny and it can only be God and that's that for the last month I've been mega dosing of B3
0,3 years ago,just_take_niacin|dose,1,"My Niacin tabs are 400mg each, but now I’m worried that’s a “bit” much?"
0,3 years ago (edited),,0,Hey Brad ❤️
0,3 years ago,just_take_niacin|dose|tmg_methyl,0,"Hmm, just looked into my tablets, and they have 100mg plus B3 is also in my multivitamins. I guess, taking the Niacin every second day is good enough then, with TMG every day."
0,3 years ago,benefit_sleep,0,I appreciate your content. It is good to hear other points of views. I must say i have been interested in Nmn but i like the fact that different doctors have différent point of views so don't pay attention to criticisme since what matters is that you have your integrity in sharing your point of view even if it is a contrarian idea ! 👍
0,3 years ago,form_absorption,0,I really would like to know your thoughts on renewed by science sublingual and nasal spray
0,3 years ago,form_absorption,0,how about if we take it sublingually
0,3 years ago,safety_side_fx|benefit_sleep,0,I would like to continue taking NMN but seems to be giving me insomnia
0,3 years ago,,0,You are amazing. Thank you!
0,3 years ago,safety_side_fx,1,What about lipo nmn. Is that mostly broken down in the liver?
0,3 years ago (edited),just_take_niacin,1,What about Nicotinic Acid megadoses (3g up to 30g)?
0,3 years ago,,0,I would still like to know what NMN is made of other than milk extract
0,3 years ago,just_take_niacin,1,Does niacin have the lipolysis blocking effect as niacineamide?
0,3 years ago,just_take_niacin|cancer_risk,1,So you're saying that by megadosing niacin you may be increasing your risk if you have some form of pre-existing cancer?
0,3 years ago,,1,Is the reduction in NAD due to  reduced  production or due to increased usage by cells ?
0,3 years ago,,1,Would a topical application have a different outcome of absorption into muscle?
0,3 years ago,,1,"Doc, what would you recommend for men approaching 50?"
0,3 years ago,just_take_niacin,1,"Thanks Dr Brad, can you recommend a brand of Niacin?"
0,2 years ago,stop_restart|benefit_joints,0,"When I regularly take NMN my arthritic pain disappears, when I stop taking it, it comes back. I don't know what else to say."
0,3 years ago,,0,Thank you Dr. Brad! This is greatly appreciated!
0,2 years ago,dose|price_value,0,"Didn't do much for me. Maybe a slight improvement with the aerobic performance but nothing spectacular. Maybe my dosage was too low 250-500mg but can't afford like 8 pills a day, a new bottle every other week, that's stupid 😂"
0,3 years ago,form_absorption|benefit_energy|benefit_cognition,0,"Been taking a liposomal NAD+ product for a week, felt great, no tiredness anymore, more focus. Stopped and felt extremely exhausted and bad... not repeating that."
0,3 years ago,just_take_niacin,0,"I tried niacin with ribose and recieved 0 flush. Hhmm, nice."
0,3 years ago,just_take_niacin,0,I watched another video saying the diabetic issue is eating carbs after 3-6 hours of taking niacin.
0,3 years ago,form_absorption,1,"Not sure if this already asked, but what about liposomal formulations of NMN? These are marketed as being more bioavailable as the active ingredient is purportedly absorbed directly into the bloodstream?"
0,3 years ago,form_absorption|benefit_skin_hair,0,"So, if NmN is absorbed thru the skin and not thru the stomach acid acid. Maby dmso how would this play out"
0,7 months ago,,0,They should not be allowed to sell things till they r sure! We r lied to so much!
0,3 years ago (edited),just_take_niacin|dose|benefit_energy,0,"One thing which I would add is that so many doing ""reviews"" are actually paid by the companies, and/or cashing in by marketing on Youtube, etc. When there's money involved, I'm always super sceptical. However, there is a lot of supporting science, and my curiosity got the better of me, so I'm trying NMN to see if there are any results. I'll give it a few months. I had tried high dose B3 before, but nothing whatsoever. I often have tiredness, which I've suffered from all my life. As a teenager I'd get very sick just doing some physical activity, actually vomiting. Tired so much, and have seen little improvements, but nothing as dramatic as the claims for NMN. So, we'll see."
0,3 years ago,,1,"After intense exercise low level sepsis is commonly found, could this be a way in which nutrients in the blood pass (either through capillaries or passive diffusion) into muscle cells as needed?"
0,1 year ago,,1,Dr Brad. I'm going to order your multivitamin. Can I ask which web company designed your site? I really like it. Thanks.
0,3 years ago,just_take_niacin|dose|evidence_studies,1,I have read studies that say high dose b3 can cause a copper deficiency. Isn’t this a big risk of taking high dose niacin?
0,3 years ago,just_take_niacin|nmn_vs_nr_nad,1,So NR and NMN improve insulin sensitive but Niacin worsens it? How does that works?
0,3 years ago,,1,What do you think of the supplements like Novos Core and Boost?
0,3 years ago,just_take_niacin,1,"I'm confused about why someone would take Niacin instead of Nicotinamide, which doesn't cause the flushed face.  Is the Nicotinamide less effective?"
0,3 years ago,form_absorption|safety_side_fx,1,What is your opinion on liposomal NMN then? Theoratically it would bypass the liver metabolism wouldn't it?
0,3 years ago,just_take_niacin,1,Very interesting and informative video. Is extended release niacin recommended? Thanks
0,3 years ago,just_take_niacin|dose,1,"How much nicotinic acid is produced by NMN in the gut percentage-wise? Wouldn’t it be a gas if the amount of nicotinic acid produced by NMN in the gut was very small, and that’s why there isn’t flushing?"
0,3 years ago,,1,"What is the verdict on NMN supplements with resveratrol which are so popular, seeing as resveratrol seemingly has negative effects, ie less exercise endurance, basically the opposite of NMN?"
0,3 years ago (edited),authority_trust,0,I guess the sponsor (DNA) may have answers on those questions.
0,3 years ago,form_absorption|safety_side_fx,1,"I've been taking it sublingual, would that not avoid some of the NMN being covered in the liver?"
0,3 years ago,,1,Any thoughts on sub-lingual NMN or sub-lingual NADH ? Thanks
0,3 years ago (edited),nmn_vs_nr_nad,0,Please provide your reason for avoiding mentioning TruNiagen. Correct me if I'm wrong.
0,1 year ago,just_take_niacin,1,I’m confused. So taking Vit B3 is the same as taking NMN?
0,2 years ago,form_absorption,1,"I wonder, is sublingual NMN any better?"
0,3 years ago,authority_trust,1,"Dr. Stanfield what about Alive by nature NMN,   I have taken it this before and felt great very noticeable . Is this brand a good one also?"
0,3 years ago,just_take_niacin|safety_side_fx,1,Think of much much older population and how some are not able to exercise and do have some diseases and injuries. B3 is great but doesn’t it have some liver and diabetes risks - specially for the elderly and already Ill population?
0,3 years ago,just_take_niacin|placebo|benefit_energy,0,I’ve be trying NMN for a week or 2. I don’t know if it is a placebo effect but I do feel like my endurance has improved. But I don’t feel like my energy level have spiked like if I took a stimulant like caffeine. After I finish the bottle I will jump on B3 to see if there is a difference.
0,3 years ago,,0,Resveratrol has adverse reactions
0,3 years ago,just_take_niacin,0,"As far as i am concerned, i flush like hell with nmn! Regardless of the scientific litterature 🤷‍♀️"
0,3 years ago,authority_trust,1,Donotage is sponsor also?
0,3 years ago,just_take_niacin|dose,1,I keep trying to decide if i need this and what to use? It is confusing and when looking at online info for B-3 the “may help” is ever present when talking about effects!  So is it better to use 50mg of b3 or NAC?
0,3 years ago,no_effect|stop_restart,0,"I stopped taking NMN and didn't notice a difference, but I'm only 33."
0,3 years ago,just_take_niacin,1,Is it ok to just do flush free niacin?
0,3 years ago,,0,A lot of bot comments in here promoting specific brands which seems like a new way of advertising
0,3 years ago,fda_ban,0,NMN not for sale anymore because FDA 😢
0,3 years ago,just_take_niacin|tmg_methyl|benefit_joints,0,Ehen i take the non flashing B3 withon 2 4 fays i brcome obsessive. I dtart having a simple thought and then keep teapeating it. It is stinning. I gave ip on it for a while three times and be it did it again. Hoffer said j the took huhe amounts and hi SS bleeding gums sopped bleeding. Slso his mother got rid of her jaint pain In i sm 72 and have never had joint pain snd nleeding gums. B3 is a methylator. And
0,3 years ago,nmn_vs_nr_nad|price_value|no_effect|evidence_studies|benefit_recovery,0,"Hi Doctor - another similar nad booster NR was tested by NIA in the ITP back few yrs ago and no life extension for mice per below summary.  With ITP have found though several other type compounds over past 20 yrs that did extend life span,  Haven’t yet tested NMN but with NR not of benefit than most likely same for NMN as both big for raising nad and nothing for NR.   If wanted to take some supplement why not use some that shown benefit with ITP and of these those that too found from other studies of benefit for humans. The Interventions Testing Program (ITP) at the National Institute on Aging runs very rigorous, costly life span studies in large numbers of mice, picking a few interventions to test each year. The usual outcome is that a treatment with some interesting past results is found to have absolutely no effect on life span when run through the rigor of the ITP process. We should all bear this in mind whenever modest life span extension in mice is reported by researchers elsewhere in the community. Based on past ITP data, a great many such results are the result of chance or poor experimental design. Today's open access paper reports the latest set of interventions to have shown minimal, gender specific, or no effects at all on mouse life span in the ITP process. Of interest to the community here, nicotinamide riboside supplementation is one of these, and does not extend mouse life span."
0,2 years ago,,0,If someone is not exercising regularly then they don´t really care about their health.
0,2 years ago,,0,according to my experience nadh is the most effective
0,3 years ago,authority_trust,0,"I have a baby face, I have a red light which I use religiously. I have to fight my reaction of not taking Dr Stanfield seriously because of his baby face and his supplement regime."
0,3 years ago,,1,"Dr. Please tell me if 500 gran daily is a good start to take NMN?  Also what supplement would you recommend to,take along with NMN"
0,3 years ago,just_take_niacin|evidence_studies,1,"We need to keep our eyes on the prize. The ONLY thing that counts is: Does NMN or niacin enhance human longevity? We need to test it in yeast, worms, flies, mice, dogs, monkeys, and humans as quick as possible."
0,1 year ago,purity_counterfeit|just_take_niacin|dose|price_value,0,"What a fortuitous stumble across video.  I recently ordered berberine from DoNotAge based on purity tests by another longetitivy channel. Only five grands out of 27 tested at 100% berberine.  Plus, when ordered by subscription massively less expensive than anyone else.  I got an email from them with a link to a research paper showing how effective NMN allegedly is for the elderly.  Just a metanalysis, but I came to YT and here's the first video I chose. I really like his research and methodology.  Interesting that the DNA product came out once again as 100% pure.  Thinking more and more highly of them. I've been taking NOW brand sustained release Niacin 500mg daily for about eight years for increasing serum HDL levels.  Now I just learned I've been treating my cells to other benefits.  And without other expensive supplements. Thank you, Doctor!"
0,2 years ago,,0,I started taking nmn for a good year twice a week (not very high doses) among other slow aging methods for some years now.  Im 34 and get mistaken for a high schooler.  It's flattering and frustating at the same time.  Young looking people don't get the same respect as older looking folks.
0,3 years ago,nmn_vs_nr_nad|form_absorption|safety_side_fx,1,What about liposomal nmn/nr delivery?
0,3 years ago,purity_counterfeit|price_value,1,"Hi Dr.Brad, im trying to get my NMN from china at a more acessible price. It is third party tested by SGS. What is your opinion? I buy them for my mother. It really helps her alot."
0,3 years ago,nmn_vs_nr_nad|dose|price_value|fda_ban,0,What do you think of TRU Niagen 300 mg it’s FDA approved and claims - age better - it’s not cheap either
0,3 years ago,nmn_vs_nr_nad,0,"For what it's worth, I've been reporting on NR/NMN human research results and am equally skeptical about them."
0,3 years ago,dose,1,Why do I see a bunch of bottles on the market that are 250mg & 500mg? Isn't that overkill if the recommendation is 15mg?
0,3 years ago,,0,Thanks
0,3 years ago (edited),just_take_niacin,0,"IAM HISTAMINE INTOLERANT SO MNM+RESVERATROL I CANT STAND, WELL RESVERATROL I CAN HAVE IT... I WILL TEST VIT B3 NOW FOR A MONTH AND AFTER I WANNA TEST THE PURE MNM TO SEE/FEEL THE DIFFERENCE.. IAM SO EXITED  LOL"
0,3 years ago,nmn_vs_nr_nad,0,It is better to take Nicotinamide riboside (NR).
0,2 years ago (edited),nmn_vs_nr_nad|dose,0,I'm 71 and have been taking 300mg NR daily for six years. I can see zero fx positive or negative.
0,1 year ago,,0,89107 Dickens Row
0,3 years ago,,0,Always start with your conclusions.  Same goes for youTube 🥱
0,3 years ago,benefit_sleep|benefit_recovery,0,Just eat right sleep 7-8 hours a day and workout
0,3 years ago (edited),just_take_niacin|dose,0,"Checked my multi-mineral vitamin supplement, provides 125 mg niacin, thankfully never any flushing. *Edit - It says it's niacinamide, so I guess that doesn't cause flushing."
0,3 years ago,just_take_niacin|dose|form_absorption,1,You said you megadose B3 at 50mg. All of the capsules I’m seeing are 500mg capsules. What’s the deal?
0,3 years ago,,1,Can anyone recommend a good nmn brand?. There are so many and some include caffeine which I do not want.
0,3 years ago,nmn_vs_nr_nad|form_absorption,1,What about liposomal nmn or nr?
0,3 years ago,,1,"Just wondering, is it new zealand kiwi accent?"
0,3 years ago,,1,So what is the conclusion? People will die while still looking good (nice skins)?
0,3 years ago,dose|tmg_methyl,0,nmn is working good for me. i have taking nmn 600 mg together with resveratrol 400 mgand tmg for 2 and a half year now. he talk ....
0,2 years ago,,0,The questions ergo the results are wrong.
0,3 years ago,just_take_niacin,1,why not just take B3 ?
0,3 years ago,,1,Does this review apply to men only? What about women
0,3 years ago,,0,Sir it medicine when avilable in Nepal
0,3 years ago,,0,👍
0,3 years ago,,0,Such excellent questions. Thanks for a great discussion. ✋
0,3 years ago,,1,Do they melt in the hands?
0,3 years ago,just_take_niacin,1,"thank you dr for your well put-together videos. I couldn't find on your channel a video comparing nicotinic acid and niacinamide, is there a reason you choose niacin over NAM? are they both equally effective?"
0,3 years ago,just_take_niacin|form_absorption,1,"But it isn't a vitamin ? Not B3. It can't be absorbed anywhere close to the ratios expected to classify it as a vitamin. Well still could be of benefit, but let's call it what it is, not incorrectly label it."
0,2 years ago,just_take_niacin|benefit_cognition,1,Hmmmmm...very much interesting information....but I think you are eventually too much focusing on the muscular aspect...if its not raised in the muscles when the blood level is raised doesn`t mean that it´s not raised in other tissues/organs of the body...right? I myself feel the strongest changes on the mental level...awakeness...fokus...to me it´s a  game changer...because of my own experinece...and all I can say is that high doses of Vitamin B3 as a part of a multi-B-supplement feel a lot different...not as good...
0,3 years ago,just_take_niacin,1,So basically if I take niacin there's no reason for me to take NMN?
0,3 years ago,,0,exercise. eat right. stay off sugar and fructose. done.
0,3 years ago,,0,Shout it from the rooftops.
0,3 years ago,,1,Any updates on this information?
0,2 years ago,,1,Why not just take NAD then?
0,3 years ago,nmn_vs_nr_nad,1,Anyone had NAD+ injections?
0,3 years ago (edited),evidence_studies,0,"So at this point it looks like NMN is great for healthspan and lifespan, in mice. Humans not so much."
0,3 years ago,just_take_niacin,0,Nice. I drew the same conclusion as you. Let’s go niacin!
0,3 years ago,evidence_studies|authority_trust,1,"Well… Dr David Sinclair is busy with this study allready how long,  25 years?  Ok then.."
0,3 years ago,,1,So the short of it? take nmn or not ?
0,3 years ago,authority_trust,0,"Do not age is smart. If you want a favorable recommendation from Brad Stanfield, all you have to do is pay him. Before you know it, he will start selling supplements and completely sell out. I actually don’t think he would stoop that low but it is possible."
0,2 years ago,,0,How can I get in Nepal
0,3 years ago,evidence_studies|benefit_recovery,1,Why you just run a case study on yourself? You have all the tools and resources to answer these questions via your own personal case study.
0,3 years ago,,0,Great work doc.
0,3 years ago,evidence_studies,0,"Regarding NAD+. This study ( https://youtu.be/997OIbBqTfk ) shows that NAD decreases with age, and if the elderly walked 15k steps each day, it increases NAD levels to someone in their 20’s. If this is the case, why would supplements be of any use."
0,3 years ago,just_take_niacin|dose,1,50mg?? that seems really low... I take 1500mg of nicotinic acid a day... is there a reason you are limiting yourself to just 50mg?
